wormbase_ID,WT,nekl-2(fd90),nekl-3(gk506)
WBGene00001150,16,25,18
WBGene00001151,270,262,255
WBGene00001152,112,181,210
WBGene00001153,1020,1424,1648
WBGene00001154,804,713,764
WBGene00001155,10612,6972,6996
WBGene00001156,2003,1671,1604
WBGene00001157,173,302,390
WBGene00001158,23,55,58
WBGene00001159,485,1134,1062
WBGene00001160,1131,1923,2379
WBGene00001161,357,306,337
WBGene00001162,216,367,412
WBGene00001163,564,1202,1203
WBGene00001164,0,3,0
WBGene00001165,122,168,135
WBGene00001166,3091,1839,1889
WBGene00001167,123673,119958,128113
WBGene00001168,213336,220552,237027
WBGene00001169,57156,43527,47918
WBGene00001170,5,18,28
WBGene00001171,289,382,411
WBGene00001172,5338,9071,10610
WBGene00001173,5219,7298,8530
WBGene00001174,81,131,112
WBGene00001175,14,31,28
WBGene00001177,3128,4813,5782
WBGene00001178,520,521,614
WBGene00001179,660,1091,1122
WBGene00001182,520,585,574
WBGene00001184,874,1062,1436
WBGene00001185,48,71,75
WBGene00001186,794,677,758
WBGene00001187,1231,1395,1311
WBGene00001188,322,562,663
WBGene00001189,4663,7521,8837
WBGene00001190,131,151,202
WBGene00001193,125,301,363
WBGene00001194,1868,2657,3321
WBGene00001196,5434,5704,5942
WBGene00001202,56,81,65
WBGene00001204,95,111,126
WBGene00001207,294,244,270
WBGene00001208,1282,2028,2421
WBGene00001209,5914,4251,4481
WBGene00001210,265,96,58
WBGene00001211,42,104,83
WBGene00001214,134,209,194
WBGene00001215,1849,2627,3187
WBGene00001223,0,0,0
WBGene00001224,855,1329,1672
WBGene00001225,5485,4656,4597
WBGene00001226,5368,3606,3558
WBGene00001227,3444,2408,2902
WBGene00001228,3086,2475,2778
WBGene00001229,2321,2368,2486
WBGene00001230,1835,1557,1736
WBGene00001231,2070,1555,1643
WBGene00001232,3106,2490,2697
WBGene00001233,1904,1358,1479
WBGene00001234,1665,958,975
WBGene00001235,467,402,497
WBGene00001236,647,788,752
WBGene00001237,15,18,19
WBGene00001239,4555,5404,4905
WBGene00001240,3866,3134,2452
WBGene00001241,1320,1112,1195
WBGene00001242,294,64,60
WBGene00001243,2154,1503,839
WBGene00001244,2510,2833,2062
WBGene00001245,0,1,3
WBGene00001246,1,8,4
WBGene00001247,190,170,199
WBGene00001248,178,568,543
WBGene00001249,262,126,128
WBGene00001250,342,237,164
WBGene00001251,552,809,842
WBGene00001252,4,19,8
WBGene00001253,325,417,423
WBGene00001258,2555,2060,2115
WBGene00001259,2606,2794,2963
WBGene00001262,3508,3729,4189
WBGene00001263,14749,16143,15388
WBGene00001281,469,398,366
WBGene00001284,1018,1099,1244
WBGene00001303,6095,3984,3938
WBGene00001309,481,276,291
WBGene00001310,0,0,0
WBGene00001311,0,2,3
WBGene00001320,1121,1235,1195
WBGene00001324,636,881,900
WBGene00001325,478,593,712
WBGene00001328,5699,5510,4991
WBGene00001329,3411,4413,5008
WBGene00001330,2837,2942,3096
WBGene00001331,2786,2166,1914
WBGene00001332,235,245,253
WBGene00001333,5626,6235,7025
WBGene00001334,1346,1119,1083
WBGene00001335,292,393,448
WBGene00001336,3787,2912,3289
WBGene00001337,4054,3415,3975
WBGene00001338,323,358,399
WBGene00001340,1769,1719,1523
WBGene00001345,682,1894,2288
WBGene00001352,1017,1212,1362
WBGene00001358,95,112,120
WBGene00001362,70,68,68
WBGene00001365,717,813,983
WBGene00001366,854,818,900
WBGene00001368,675,611,692
WBGene00001371,125,105,145
WBGene00001372,204,98,113
WBGene00001373,39,42,55
WBGene00001374,404,615,606
WBGene00001377,114,89,79
WBGene00001385,24862,48725,44965
WBGene00001386,901,2274,1836
WBGene00001387,140,6936,9804
WBGene00001388,0,35,79
WBGene00001389,175,431,441
WBGene00001390,189,490,446
WBGene00001391,151,396,538
WBGene00001392,1058,1549,1415
WBGene00001393,5124,8057,7240
WBGene00001394,9396,25701,23956
WBGene00001395,3911,5395,5128
WBGene00001396,3738,6556,6272
WBGene00001397,23,1501,2141
WBGene00001398,3416,8604,10174
WBGene00001399,103,623,408
WBGene00001400,17,22,35
WBGene00001401,107,79,65
WBGene00001402,118,92,91
WBGene00001403,320,853,1064
WBGene00001404,2751,3003,3144
WBGene00001405,1174,1433,1589
WBGene00001406,200,167,169
WBGene00001410,227,412,430
WBGene00001411,804,825,926
WBGene00001412,604,777,824
WBGene00001413,45,53,63
WBGene00001414,13,14,20
WBGene00001423,7220,2421,2277
WBGene00001424,0,0,0
WBGene00001425,415,445,542
WBGene00001426,2424,2340,2411
WBGene00001427,5849,5330,5507
WBGene00001428,2594,1894,1706
WBGene00001429,440,718,726
WBGene00001430,5954,4313,3559
WBGene00001431,3525,2853,3121
WBGene00001432,55,289,277
WBGene00001433,203,149,185
WBGene00001434,11,9,6
WBGene00001435,0,0,0
WBGene00001436,0,0,0
WBGene00001437,0,0,1
WBGene00001438,10,6,8
WBGene00001439,1232,3940,6726
WBGene00001440,75,119,117
WBGene00001441,1227,2271,3301
WBGene00001442,12,14,17
WBGene00001443,892,1007,1316
WBGene00001444,1718,1782,2369
WBGene00001445,204,338,302
WBGene00001446,166,343,376
WBGene00001447,316,527,596
WBGene00001448,517,1029,978
WBGene00001449,536,717,961
WBGene00001450,257,499,614
WBGene00001451,483,505,468
WBGene00001452,934,1611,1978
WBGene00001453,98,111,135
WBGene00001454,869,988,1167
WBGene00001455,269,455,524
WBGene00001456,513,775,719
WBGene00001457,966,1446,1738
WBGene00001458,555,1012,1258
WBGene00001459,665,1137,1351
WBGene00001460,423,610,664
WBGene00001461,671,1552,1701
WBGene00001462,475,643,681
WBGene00001463,98,203,255
WBGene00001464,337,421,612
WBGene00001465,105,116,89
WBGene00001466,92,111,83
WBGene00001468,118,87,44
WBGene00001470,604,938,1148
WBGene00001475,757,704,720
WBGene00001476,259,660,787
WBGene00001477,8,67,116
WBGene00001478,247,1054,1174
WBGene00001479,1203,594,840
WBGene00001480,478,419,516
WBGene00001481,76,85,96
WBGene00001482,27,19,27
WBGene00001483,42,23,23
WBGene00001484,489,539,585
WBGene00001485,433,425,497
WBGene00001486,100,86,127
WBGene00001487,5,151,226
WBGene00001488,4877,8881,9257
WBGene00001489,405,838,918
WBGene00001490,730,658,653
WBGene00001491,1701,2367,2771
WBGene00001492,335,446,498
WBGene00001493,1667,3012,4141
WBGene00001494,434,560,715
WBGene00001495,106,229,238
WBGene00001496,939,2269,3343
WBGene00001497,2096,1545,1793
WBGene00001498,2675,2325,2592
WBGene00001499,284,215,283
WBGene00001500,684,1386,1264
WBGene00001501,5148,6391,6215
WBGene00001502,12979,16805,19848
WBGene00001503,4545,5480,6213
WBGene00001505,226,274,336
WBGene00001506,17,34,25
WBGene00001507,2,11,29
WBGene00001508,244,213,197
WBGene00001509,829,958,1196
WBGene00001510,857,1050,1021
WBGene00001511,561,365,392
WBGene00001512,121,134,199
WBGene00001513,579,503,581
WBGene00001514,81,110,104
WBGene00001515,377,441,506
WBGene00001516,1931,2153,2305
WBGene00001517,86,134,148
WBGene00001518,299,432,442
WBGene00001519,296,372,358
WBGene00001520,3804,3730,4118
WBGene00001522,174,116,82
WBGene00001523,311,358,345
WBGene00001526,872,1305,1340
WBGene00001527,1843,1882,2304
WBGene00001528,0,0,4
WBGene00001529,0,0,0
WBGene00001530,28,37,64
WBGene00001531,36,15,32
WBGene00001532,11,40,46
WBGene00001533,4,17,11
WBGene00001534,50,38,36
WBGene00001535,20,36,44
WBGene00001536,40,67,40
WBGene00001537,170,270,277
WBGene00001538,578,1049,793
WBGene00001539,2,19,18
WBGene00001540,22,34,20
WBGene00001541,139,713,314
WBGene00001542,86,85,98
WBGene00001543,219,236,182
WBGene00001544,209,282,306
WBGene00001545,20,25,31
WBGene00001546,164,155,213
WBGene00001547,151,219,268
WBGene00001548,93,91,93
WBGene00001549,44,31,45
WBGene00001550,4,16,22
WBGene00001551,20,34,27
WBGene00001552,103,124,179
WBGene00001553,46,117,101
WBGene00001554,24,34,59
WBGene00001555,121,183,252
WBGene00001556,134,186,257
WBGene00001557,128,204,347
WBGene00001558,8623,9789,11287
WBGene00001559,1381,2001,2355
WBGene00001560,831,3135,4287
WBGene00001561,4849,5024,6188
WBGene00001562,1787,2387,2766
WBGene00001563,638,768,900
WBGene00001564,24684,22747,28244
WBGene00001565,1287,1712,2113
WBGene00001566,456,316,355
WBGene00001568,652,637,704
WBGene00001569,35,37,41
WBGene00001570,4301,518,458
WBGene00001571,37,51,75
WBGene00001572,754,1076,1773
WBGene00001574,1227,1930,2167
WBGene00001575,10,11,10
WBGene00001577,41,643,1259
WBGene00001578,842,1270,1384
WBGene00001579,1276,1499,1704
WBGene00001580,861,1279,1419
WBGene00001581,5249,6429,6689
WBGene00001582,1546,2200,2348
WBGene00001583,411,331,395
WBGene00001584,440,464,468
WBGene00001585,182,159,172
WBGene00001586,53,89,109
WBGene00001587,51,83,65
WBGene00001588,62,72,105
WBGene00001589,776,790,842
WBGene00001590,152,75,117
WBGene00001591,180,242,362
WBGene00001592,163,400,471
WBGene00001593,47,84,64
WBGene00001594,160,232,265
WBGene00001595,124,115,97
WBGene00001596,1072,1475,1657
WBGene00001597,60,76,94
WBGene00001598,1613,1162,1093
WBGene00001599,110,132,139
WBGene00001600,63,79,100
WBGene00001601,247,315,294
WBGene00001602,397,536,515
WBGene00001603,0,0,1
WBGene00001604,10340,9698,10384
WBGene00001605,3,1,0
WBGene00001606,23,24,27
WBGene00001607,34,96,79
WBGene00001608,24,53,96
WBGene00001609,243,251,246
WBGene00001612,94,98,102
WBGene00001613,43,54,52
WBGene00001614,24,32,44
WBGene00001615,247,457,530
WBGene00001616,183,257,267
WBGene00001617,224,297,321
WBGene00001618,8,14,11
WBGene00001619,28,8,7
WBGene00001620,2879,7844,8637
WBGene00001621,145,181,184
WBGene00001622,181,382,386
WBGene00001623,72,86,160
WBGene00001624,34,40,70
WBGene00001625,140,124,119
WBGene00001626,5,6,7
WBGene00001627,231,143,124
WBGene00001628,1853,1997,2222
WBGene00001629,987,1209,1352
WBGene00001630,1780,1570,1658
WBGene00001631,2211,2745,3101
WBGene00001632,2756,2862,2921
WBGene00001633,2342,1392,1213
WBGene00001635,838,786,692
WBGene00001636,436,311,270
WBGene00001637,482,660,592
WBGene00001638,331,471,431
WBGene00001639,3,12,11
WBGene00001640,11,2,2
WBGene00001641,0,0,0
WBGene00001642,0,0,0
WBGene00001643,31,36,38
WBGene00001644,174,152,188
WBGene00001645,774,984,1008
WBGene00001646,231,197,179
WBGene00001647,34,32,38
WBGene00001648,3649,4441,4737
WBGene00001649,1133,1495,1794
WBGene00001650,2159,2638,1837
WBGene00001651,1520,2574,2650
WBGene00001653,429,455,507
WBGene00001660,432,553,626
WBGene00001661,323,219,236
WBGene00001662,1050,923,1010
WBGene00001663,17,46,40
WBGene00001664,70,102,146
WBGene00001665,119,171,182
WBGene00001666,82,149,193
WBGene00001667,10,27,27
WBGene00001668,11,12,30
WBGene00001669,274,295,354
WBGene00001670,8,19,14
WBGene00001671,8,44,34
WBGene00001672,14,25,48
WBGene00001673,39,76,38
WBGene00001674,131,358,380
WBGene00001675,12,5,10
WBGene00001676,41,61,68
WBGene00001677,16,28,25
WBGene00001678,195,177,215
WBGene00001679,6360,7287,7798
WBGene00001680,463,550,590
WBGene00001681,103,135,140
WBGene00001682,1055,1095,1192
WBGene00001683,64,113,122
WBGene00001684,6145,9033,11469
WBGene00001685,8237,12426,15694
WBGene00001686,96,98,125
WBGene00001687,60,49,34
WBGene00001688,351,557,420
WBGene00001689,399,263,238
WBGene00001690,1238,65,54
WBGene00001691,97,10,4
WBGene00001692,135,1107,1335
WBGene00001693,0,0,0
WBGene00001694,748,145,130
WBGene00001695,3,6,10
WBGene00001696,2,7,3
WBGene00001697,0,2,2
WBGene00001698,5,10,7
WBGene00001699,146,721,878
WBGene00001700,9,4,9
WBGene00001701,73,13,25
WBGene00001702,152,659,902
WBGene00001703,26,14,21
WBGene00001704,28,1,5
WBGene00001705,39,12,19
WBGene00001706,0,5,3
WBGene00001707,2690,671,895
WBGene00001708,482,731,738
WBGene00001709,293,402,397
WBGene00001710,4,6,5
WBGene00001711,199,9,6
WBGene00001712,1,6,8
WBGene00001713,49,600,679
WBGene00001714,1297,5,53
WBGene00001715,1,3,1
WBGene00001716,6634,40,110
WBGene00001717,21,26,30
WBGene00001718,6,7,7
WBGene00001719,993,254,235
WBGene00001720,0,2,0
WBGene00001721,113,8,6
WBGene00001722,0,1,2
WBGene00001723,39,85,105
WBGene00001724,2586,25,32
WBGene00001725,1204,239,299
WBGene00001726,13,4,0
WBGene00001727,25,4,2
WBGene00001728,1,0,0
WBGene00001729,7,1,1
WBGene00001730,0,2,2
WBGene00001731,8,0,7
WBGene00001732,0,1,0
WBGene00001733,0,0,0
WBGene00001734,1,1,0
WBGene00001735,0,1,0
WBGene00001736,0,1,0
WBGene00001737,1,3,0
WBGene00001738,0,0,0
WBGene00001739,0,0,0
WBGene00001740,132,143,163
WBGene00001743,359,429,554
WBGene00001744,3523,3636,4238
WBGene00001745,995,1123,1107
WBGene00001746,1640,2689,3196
WBGene00001747,2614,3390,4017
WBGene00001748,5160,7284,8269
WBGene00001749,1773,1150,1320
WBGene00001750,7,15,21
WBGene00001751,58,135,150
WBGene00001752,308,494,615
WBGene00001753,1269,2713,3024
WBGene00001754,418,412,449
WBGene00001755,679,970,1036
WBGene00001756,2,6,5
WBGene00001757,3,72,76
WBGene00001758,829,819,774
WBGene00001759,42,44,66
WBGene00001760,54,53,90
WBGene00001761,479,437,499
WBGene00001762,6,68,42
WBGene00001763,92,228,316
WBGene00001764,64,39,53
WBGene00001765,8,8,3
WBGene00001766,12,13,11
WBGene00001767,14,59,52
WBGene00001768,537,1385,1669
WBGene00001769,79,63,48
WBGene00001770,22,151,161
WBGene00001771,30,33,36
WBGene00001772,334,328,379
WBGene00001773,4,10,4
WBGene00001774,751,504,428
WBGene00001775,1215,871,880
WBGene00001776,155,164,131
WBGene00001777,19,62,42
WBGene00001778,1,9,5
WBGene00001779,20,36,32
WBGene00001780,4,8,27
WBGene00001781,78,151,162
WBGene00001782,1,1,3
WBGene00001783,85,258,227
WBGene00001784,648,787,1017
WBGene00001785,0,3,2
WBGene00001786,47,47,34
WBGene00001787,142,291,332
WBGene00001788,51,61,52
WBGene00001789,8,49,54
WBGene00001790,622,973,1007
WBGene00001791,156,147,159
WBGene00001792,2,14,12
WBGene00001793,2094,2053,2906
WBGene00001794,6027,6715,7731
WBGene00001795,712,1041,1256
WBGene00001796,100,140,210
WBGene00001803,136,176,206
WBGene00001804,4,11,11
WBGene00001805,41,43,39
WBGene00001806,4,17,13
WBGene00001808,191,153,158
WBGene00001811,213,400,506
WBGene00001812,754,1863,2076
WBGene00001813,934,887,1028
WBGene00001814,3727,3282,2796
WBGene00001815,742,723,695
WBGene00001816,560,452,146
WBGene00001817,436,748,779
WBGene00001818,0,0,0
WBGene00001819,3765,3699,3384
WBGene00001820,180,183,279
WBGene00001821,109,505,681
WBGene00001823,294,293,306
WBGene00001824,1032,735,676
WBGene00001827,1124,1228,1222
WBGene00001828,0,3,2
WBGene00001829,1130,914,778
WBGene00001830,675,469,424
WBGene00001831,251,193,168
WBGene00001832,785,628,660
WBGene00001833,983,665,696
WBGene00001834,1337,1481,1698
WBGene00001835,206,270,325
WBGene00001836,605,706,794
WBGene00001837,1255,1726,2203
WBGene00001838,253,314,361
WBGene00001839,0,3,4
WBGene00001840,9311,6341,6833
WBGene00001841,10,4,8
WBGene00001842,25,33,20
WBGene00001843,885,1908,2229
WBGene00001844,691,731,862
WBGene00001851,5794,7938,9040
WBGene00001852,32,379,821
WBGene00001853,2305,1000,922
WBGene00001854,1649,1284,1213
WBGene00001855,568,420,342
WBGene00001856,734,627,558
WBGene00001857,15,9,14
WBGene00001858,211,124,183
WBGene00001859,0,1,7
WBGene00001860,1476,1377,1554
WBGene00001862,33,13,11
WBGene00001863,1654,2150,2220
WBGene00001864,37,68,78
WBGene00001865,187,207,212
WBGene00001867,60,83,87
WBGene00001869,355,207,245
WBGene00001872,31,25,25
WBGene00001874,499,629,722
WBGene00001875,2,1,1
WBGene00001876,17,10,11
WBGene00001877,49,38,35
WBGene00001878,5,1,4
WBGene00001879,27,37,33
WBGene00001880,21,35,25
WBGene00001881,11,42,40
WBGene00001882,1,3,8
WBGene00001883,0,0,0
WBGene00001884,0,0,0
WBGene00001885,2,0,0
WBGene00001886,0,0,0
WBGene00001887,0,0,0
WBGene00001888,0,0,0
WBGene00001889,0,0,0
WBGene00001890,2,0,0
WBGene00001891,7,0,3
WBGene00001892,3,0,0
WBGene00001893,0,1,0
WBGene00001894,0,0,0
WBGene00001895,0,0,0
WBGene00001896,0,1,0
WBGene00001898,2453,1201,1147
WBGene00001899,5,5,3
WBGene00001900,0,0,0
WBGene00001901,0,0,0
WBGene00001902,0,0,0
WBGene00001903,0,0,0
WBGene00001904,0,0,0
WBGene00001905,22,6,6
WBGene00001906,101,72,72
WBGene00001907,0,0,0
WBGene00001908,0,0,0
WBGene00001909,2254,1719,1860
WBGene00001910,192,229,199
WBGene00001911,1664,1551,1937
WBGene00001912,8,15,6
WBGene00001913,0,0,0
WBGene00001914,15,8,5
WBGene00001915,1155,1083,1171
WBGene00001916,0,3,7
WBGene00001917,0,0,0
WBGene00001918,0,0,0
WBGene00001919,0,0,1
WBGene00001920,0,0,0
WBGene00001921,1,0,0
WBGene00001922,26,9,4
WBGene00001923,0,0,0
WBGene00001924,0,0,0
WBGene00001925,0,0,0
WBGene00001926,0,0,0
WBGene00001927,0,0,0
WBGene00001928,0,0,0
WBGene00001929,0,0,0
WBGene00001930,0,0,0
WBGene00001931,3,0,0
WBGene00001932,0,0,0
WBGene00001933,29,6,7
WBGene00001934,71,20,21
WBGene00001935,38,18,10
WBGene00001936,7,8,8
WBGene00001937,4,4,0
WBGene00001938,9,2,5
WBGene00001939,0,0,0
WBGene00001940,1,6,1
WBGene00001941,2,1,2
WBGene00001942,29,22,19
WBGene00001943,1,1,0
WBGene00001944,0,0,0
WBGene00001945,1559,2340,2702
WBGene00001946,5292,3791,4727
WBGene00001947,10,30,7
WBGene00001948,219,145,156
WBGene00001949,371,544,600
WBGene00001950,128,154,97
WBGene00001951,18,8,22
WBGene00001952,27,20,44
WBGene00001953,8,17,23
WBGene00001954,14,8,7
WBGene00001955,2434,4198,4429
WBGene00001956,0,0,0
WBGene00001957,16,16,36
WBGene00001958,29,37,27
WBGene00001959,0,2,0
WBGene00001960,39,37,20
WBGene00001961,8,19,4
WBGene00001962,4,3,1
WBGene00001963,5,15,18
WBGene00001964,0,0,0
WBGene00001965,0,0,0
WBGene00001966,0,0,0
WBGene00001967,0,0,0
WBGene00001968,0,0,0
WBGene00001971,5395,4624,5022
WBGene00001972,1737,1850,2125
WBGene00001973,150,151,143
WBGene00001974,1102,1222,1357
WBGene00001975,493,509,461
WBGene00001976,2128,1551,1591
WBGene00001977,519,380,426
WBGene00001978,1573,2327,2689
WBGene00001979,1029,1490,1755
WBGene00001980,5192,5588,5211
WBGene00001981,1,0,0
WBGene00001983,790,500,543
WBGene00001984,325,145,148
WBGene00001985,14,18,38
WBGene00001986,122,160,135
WBGene00001987,89,67,97
WBGene00001988,52,76,93
WBGene00001989,94,66,73
WBGene00001990,75,77,95
WBGene00001991,28,45,40
WBGene00001992,34,40,29
WBGene00001993,6276,5731,5081
WBGene00001994,3063,4752,5353
WBGene00001995,133,165,176
WBGene00001996,584,540,517
WBGene00001997,68,56,91
WBGene00001998,90,66,77
WBGene00001999,6063,4639,4833
WBGene00002000,5343,4547,4893
WBGene00002001,1713,1732,2027
WBGene00002002,381,446,526
WBGene00002003,539,436,374
WBGene00002004,492,746,989
WBGene00002005,51141,32456,36142
WBGene00002006,0,1,0
WBGene00002007,54263,35687,31634
WBGene00002008,4139,1877,1694
WBGene00002010,9977,9090,10670
WBGene00002011,969,1028,1061
WBGene00002012,23,30,16
WBGene00002013,4,10,2
WBGene00002015,1,0,0
WBGene00002016,451,12,16
WBGene00002017,0,0,0
WBGene00002018,322,9,21
WBGene00002019,1,0,0
WBGene00002020,3,0,0
WBGene00002021,931,439,366
WBGene00002023,1411,1708,1944
WBGene00002024,583,7733,8383
WBGene00002025,13697,7380,7855
WBGene00002026,35,4,3
WBGene00002027,2160,2135,2381
WBGene00002028,368,398,430
WBGene00002029,111,102,117
WBGene00002030,40,68,91
WBGene00002031,112,117,120
WBGene00002032,25,31,49
WBGene00002033,21,25,15
WBGene00002034,60,63,83
WBGene00002035,939,2276,2855
WBGene00002036,1464,1433,1661
WBGene00002037,1898,1781,1914
WBGene00002038,2065,2926,3383
WBGene00002039,2712,1766,1126
WBGene00002040,580,903,1062
WBGene00002041,736,850,1028
WBGene00002042,44,108,95
WBGene00002043,364,250,241
WBGene00002044,1479,1423,1366
WBGene00002045,15998,13338,14336
WBGene00002046,538,395,456
WBGene00002047,867,734,692
WBGene00002048,3481,4483,5993
WBGene00002050,1149,1855,1707
WBGene00002051,48,25,9
WBGene00002052,500,780,1065
WBGene00002053,6145,25844,31728
WBGene00002054,4009,5169,5152
WBGene00002055,1856,3520,2911
WBGene00002056,2679,3685,3979
WBGene00002057,665,455,390
WBGene00002058,272,273,361
WBGene00002059,1574,1262,1590
WBGene00002060,1303,1020,1097
WBGene00002061,1045,1122,1214
WBGene00002062,177,147,168
WBGene00002063,43,50,47
WBGene00002064,185,165,187
WBGene00002065,21061,17963,19530
WBGene00002066,5417,4887,5360
WBGene00002067,1544,1311,1157
WBGene00002068,261,144,144
WBGene00002069,370,540,536
WBGene00002070,5233,2370,2457
WBGene00002071,1862,1543,1647
WBGene00002072,183,264,318
WBGene00002073,1877,952,809
WBGene00002074,4287,4541,4857
WBGene00002075,1443,1357,1449
WBGene00002076,1464,1583,1814
WBGene00002077,5557,3950,4427
WBGene00002078,5319,7796,9139
WBGene00002079,1282,1079,1060
WBGene00002080,956,697,836
WBGene00002081,1053,3259,3734
WBGene00002083,8666,4992,5020
WBGene00002084,202,192,246
WBGene00002085,1,2,1
WBGene00002086,17,15,38
WBGene00002087,4,75,44
WBGene00002088,207,292,321
WBGene00002089,19,37,24
WBGene00002090,2,12,19
WBGene00002091,0,0,0
WBGene00002092,17,17,8
WBGene00002093,10,16,20
WBGene00002094,4,11,7
WBGene00002095,27,47,43
WBGene00002096,0,0,0
WBGene00002097,10,12,16
WBGene00002098,0,0,0
WBGene00002099,0,15,5
WBGene00002100,236,447,535
WBGene00002101,173,294,327
WBGene00002102,0,1,0
WBGene00002103,1,6,13
WBGene00002104,1,3,1
WBGene00002105,2,21,3
WBGene00002106,0,0,0
WBGene00002107,14,38,43
WBGene00002108,3,5,10
WBGene00002109,78,136,207
WBGene00002110,302,306,293
WBGene00002111,22,56,38
WBGene00002112,11,35,40
WBGene00002113,121,212,203
WBGene00002114,0,3,1
